credit_score,annual_revenue,monthly_expenses,existing_loans,monthly_emi,gst_months,collateral_value,loan_amount,years_in_business,debt_to_income,loan_to_income,profit_estimate,loan_approved
817,207749,178070,3,5478,46,957437,1929720,8,0.3164202956452257,9.288708970921641,-1929091,1
695,2636746,163893,1,5798,4,1009387,891230,6,0.02638706951674526,0.338003736423607,670030,1
593,3950559,39870,3,73633,19,174284,742640,3,0.22366353723612278,0.18798352334441784,3472119,1
648,1869351,33410,3,49357,28,469106,1166901,18,0.31683937366497783,0.6242278737379978,1468431,1
446,1620947,107721,1,81231,10,473853,733439,7,0.6013595756061118,0.45247562073281855,328295,0
366,4623520,39133,3,5380,7,1868867,1151793,13,0.013963387202823823,0.24911604145759075,4153924,1
819,4912871,212457,1,83729,27,2471134,1433816,8,0.20451340977607593,0.29184890057158025,2363387,1
421,4808903,47400,4,25475,48,89919,981369,4,0.06356959165115204,0.2040733614298313,4240103,1
639,4210738,54173,4,41707,40,877954,1668497,5,0.11885897436506379,0.3962481161259618,3560662,1
474,840546,31179,3,31986,17,111594,1324600,9,0.45664603721866504,1.5758804396190096,466398,0
750,4026500,212958,0,98011,29,2458443,1187771,12,0.2920978517322737,0.2949884515087545,1471004,1
435,1261757,55495,1,13164,13,1464529,1459867,9,0.12519684852154575,1.1570112153132497,595817,0
315,4135565,288631,2,27205,55,1828478,323911,12,0.07893963702662152,0.07832327626334007,671993,1
632,4685136,34760,2,46804,8,750237,1366582,2,0.1198786972245843,0.29168459570864114,4268016,1
494,2786849,111975,3,29008,9,225879,1964332,11,0.1249066598154403,0.7048577084729025,1443149,0
795,1523659,112465,0,42721,55,2234736,1872715,3,0.3364611110491258,1.2290906298587807,174079,1
308,2663448,222899,1,45836,24,2840117,629272,10,0.2065112590897213,0.23626216843730383,-11340,1
633,4772763,219109,4,78102,51,1829666,208078,8,0.19636927289287148,0.04359696888364245,2143455,1
632,3585162,135625,3,37696,26,94019,1434281,5,0.12617337793940692,0.40006030410899146,1957662,1
626,1224204,21755,1,59075,1,2446663,1576904,11,0.579070154974171,1.288105577175046,963144,1
314,2538299,148500,1,21533,2,1099882,938338,13,0.10179888184961661,0.3696719732387713,756299,1
525,598488,187230,1,53150,28,1011948,677534,8,1.065685527529374,1.1320761652698133,-1648272,0
724,1403913,91352,0,5934,55,1553719,460777,7,0.05072109169157918,0.32820908418114225,307689,1
707,2551895,218498,1,60303,36,1856068,160848,8,0.2835680935148194,0.06303080651829326,-70081,1
412,3850676,132133,0,82858,26,2381759,516191,12,0.258213363056253,0.13405204696526013,2265080,1
727,805848,27688,0,87170,3,2589535,485038,10,1.2980611728266374,0.6018976283368576,473592,1
300,1842147,255876,1,45579,34,95080,429943,8,0.29690790148668916,0.23339234056782657,-1228365,0
565,209297,190556,4,56847,26,373272,159068,19,3.25931093135592,0.7600108936105152,-2077375,0
790,3212417,210927,1,39324,18,2455578,1219484,7,0.14689500148953266,0.3796157223673016,681293,1
507,2230829,169651,4,51316,9,2030946,1824745,9,0.2760372937594051,0.8179672220506368,195017,1
668,1438831,164086,3,87188,25,2695701,266451,8,0.7271569767401453,0.18518575148853478,-530201,1
605,811282,68443,2,88172,6,840646,1572468,3,1.3041876930586405,1.9382508178413917,-10034,0
311,2042653,193033,3,96491,26,1402670,990285,9,0.5668569257725126,0.4848033415367172,-273743,0
644,793982,209986,0,52025,29,931705,133850,16,0.786289865513324,0.16858064792400834,-1725850,1
764,3624658,56397,3,34218,11,1560886,1351503,18,0.11328406707612139,0.3728635915443609,2947894,1
793,4434997,263818,2,70641,39,2377992,408597,9,0.19113699513212748,0.0921301637859056,1269181,1
667,619794,198250,2,99507,4,2833461,1848965,17,1.9265820579095636,2.9831928027699526,-1759206,1
719,2891142,21063,4,39820,55,945009,1030086,15,0.16527725030455093,0.35629035170185347,2638386,1
470,3692717,95848,3,91984,12,1013567,1391901,3,0.29891486404184237,0.3769314030834207,2542541,0
433,4852328,187115,0,52176,40,1876341,1522889,8,0.12903332173752474,0.31384708535779116,2606948,1
726,720436,130687,0,22528,3,2902626,1818578,8,0.37523943834011625,2.5242741895185694,-847808,1
324,2291526,146230,4,51207,1,1666470,120273,1,0.26815493256458794,0.05248598532157174,536766,0
829,2854979,281234,4,2191,36,2424402,529403,18,0.009209174568359346,0.1854314865363283,-519829,1
489,3996568,228347,3,26254,33,151771,1546248,7,0.07882963582754003,0.3868939550134015,1256404,1
440,342512,155141,4,47378,57,1492444,1215901,18,1.65990096697342,3.549951534544775,-1519180,0
614,3236753,281252,2,89752,49,1819143,1090273,3,0.3327482819974215,0.33684158167150846,-138271,1
743,1977639,166676,0,43497,5,2194330,1269320,10,0.26393290180867185,0.6418360479339252,-22473,1
618,4552183,34612,2,53880,25,2852292,643289,2,0.14203295429906926,0.14131439794929157,4136839,1
740,900662,59170,1,86744,10,1618543,1845534,17,1.155736558220509,2.049086116656415,190622,0
391,863399,196173,2,61470,41,1476572,1970339,16,0.8543442834656978,2.282072367468575,-1490677,0
478,4904250,85881,0,84931,0,458722,339850,18,0.2078140388438599,0.06929703828312178,3873678,1
355,2106847,188782,1,24819,33,1976224,643152,8,0.14136194987106326,0.30526753959827174,-158537,1
454,1476828,160435,3,41099,20,1644255,538658,15,0.333950873087455,0.3647398342934993,-448392,1
410,3724673,93960,1,35216,9,2646015,1170111,7,0.11345747666976402,0.31415133623810737,2597153,1
436,4364513,31990,4,99028,4,749780,127641,8,0.2722723016290706,0.029245187263733662,3980633,1
531,2145853,114258,0,91676,25,1816201,384334,4,0.5126688547631175,0.1791054652858327,774757,1
767,2876853,147640,4,64469,43,1528975,1019101,4,0.2689146786436429,0.35424159663354365,1105173,1
780,790246,52137,2,45219,18,1274303,561025,13,0.6866570662806265,0.709937158808776,164602,1
367,3901291,35573,3,16487,20,1979596,581423,13,0.050712443650063534,0.14903348660738203,3474415,1
548,3685393,29554,0,36815,56,583209,1764451,4,0.11987324011306257,0.4787687500356136,3330745,1
622,2027346,249726,3,65598,33,1733987,876209,3,0.38827906040705434,0.4321950964462899,-969366,1
817,4378010,253380,0,34830,28,1631,397691,16,0.09546803227950598,0.09083830324736582,1337450,1
731,517332,237670,4,93981,37,747858,1876361,5,2.1799772679826495,3.6269958169995284,-2334708,0
786,4616728,204869,2,85485,14,1029717,515109,6,0.2221963260560293,0.11157447438965432,2158300,1
728,3814430,33015,1,92338,39,877900,854410,13,0.2904905844385662,0.22399414853595426,3418250,1
568,1035681,79617,3,39352,15,376624,184329,14,0.4559550672456094,0.17797854744849043,80277,1
836,2855687,200664,0,55820,50,2001094,1849312,5,0.23456352184255488,0.6475891790661932,447719,1
447,663378,130041,0,53974,17,2237878,1831151,9,0.9763483262936064,2.760343273367522,-897114,0
417,1497983,95195,3,81383,58,1164627,1471428,7,0.6519406428510871,0.9822728295314432,355643,0
666,467587,179989,1,80182,48,1421947,343784,7,2.057764651284146,0.735230021365008,-1692281,0
365,4001167,270438,2,12264,0,566106,1498718,4,0.036781269064750356,0.3745702191385663,755911,0
669,1392549,234722,0,4833,10,2859785,891376,15,0.041647367525307906,0.6401038670811584,-1424115,1
474,4593135,157715,0,20030,35,1548337,417539,19,0.05233027115466887,0.09090501367802166,2700555,1
794,4568108,33269,3,79827,31,1862192,769153,10,0.20969819452604885,0.1683745217932676,4168880,1
413,450278,118029,3,82049,27,885111,1251231,6,2.1866224865527517,2.778796654511213,-966070,0
410,348579,103857,0,81361,5,1458198,859098,1,2.800891619977107,2.464571876102691,-897705,0
738,4738233,212830,0,5290,6,848971,1436158,6,0.013397399410286493,0.30309991087394816,2184273,1
446,3603154,76235,0,1819,39,1116784,1683265,5,0.006058025829592629,0.46716432325679114,2688334,1
334,4691839,93834,4,97304,23,2175258,279044,18,0.2488678746222963,0.05947433405110448,3565831,1
608,3904187,64857,0,70643,9,1475589,1105184,17,0.21712996841595958,0.283076604681077,3125903,1
837,4139645,161483,2,12736,29,1413399,1080276,0,0.036919107797890885,0.26095860876959254,2201849,1
313,2145112,289969,2,26783,16,2353749,1140124,17,0.14982714189282426,0.5314985884186932,-1334516,1
673,1474968,116774,1,11480,43,1196424,1703133,11,0.09339863644499406,1.1546914916120214,73680,1
727,4916123,189814,3,37551,7,2461117,1348398,16,0.09166003372983142,0.2742807696227291,2638355,1
532,2539326,63327,1,35663,11,615493,1128109,7,0.16853133469274917,0.44425528663905306,1779402,1
739,290153,160324,0,18140,25,910809,1426955,19,0.7502248813556985,4.917939845529772,-1633735,1
801,2386516,220344,3,84247,16,892237,1518849,2,0.42361501033305454,0.6364294226395297,-257612,1
574,1364501,281003,0,19580,34,2695651,1689818,9,0.1721948170063635,1.2384146292307592,-2007535,1
375,4404262,35322,3,26793,45,2534185,652448,15,0.07300110665532614,0.1481401424347598,3980398,1
738,1335736,241785,4,36421,43,1446715,1406850,17,0.3271993867051573,1.0532395623087196,-1565684,1
588,2050501,75504,4,48717,4,2715474,1195114,0,0.2851030065335252,0.5828399986149726,1144453,1
839,3519601,77631,4,10619,44,2351334,1728304,7,0.03620524030991013,0.491051116305513,2588029,1
552,4677647,207370,1,13147,10,229462,890327,18,0.03372721370381305,0.19033650893280318,2189207,1
425,2536114,248121,3,39022,15,1823108,245028,2,0.1846383877065463,0.09661553068986646,-441338,1
476,2231872,285111,1,69795,57,2721387,876848,15,0.37526345596880106,0.3928755770940269,-1189460,1
336,2065501,57018,3,98718,41,2553565,1255857,15,0.5735247767974937,0.608015682393763,1381285,1
709,3656874,203758,0,28670,29,2708192,1324536,15,0.09408035387601542,0.36220444018579806,1211778,1
426,2320883,88774,4,64127,59,2361525,625110,11,0.33156518445781197,0.26934145323137787,1255595,1
782,2435300,159585,4,94362,55,297381,630914,8,0.4649710507945633,0.25907034040980575,520280,1
467,2036079,268319,3,71873,39,899730,650446,17,0.4235965303900291,0.3194600995344483,-1183749,1
593,1086358,247414,1,8146,5,39364,357743,10,0.08998138735113102,0.3293048884437727,-1882610,1
642,241410,87104,1,13787,19,888855,1312142,19,0.685323723126631,5.4353257942918685,-803838,1
609,2003137,128818,2,47788,19,2947573,1337424,10,0.2862789714333069,0.6676647678116874,457321,1
827,1081380,116396,4,59179,23,1739087,847761,19,0.6567053209787493,0.7839621594629085,-315372,1
839,4622747,197887,4,31544,26,24548,1155638,11,0.08188378035830211,0.24998945432228933,2248103,1
718,3386769,24720,1,43028,2,364169,1798407,17,0.15245681060621494,0.5310096437046636,3090129,1
743,1680341,60725,4,52022,23,1825940,972724,1,0.3715103065389704,0.5788848811044901,951641,1
535,1039528,232691,1,25598,51,1176558,1899355,3,0.2954956480248728,1.8271321215012968,-1752764,0
738,4833572,224543,2,98702,9,1685390,856397,3,0.24504114141674108,0.1771768373368598,2139056,1
513,2744955,78271,3,60263,24,276031,122627,13,0.2634491275813265,0.04467359209895973,1805703,1
384,4731867,174970,3,20354,27,899059,604329,12,0.051617680716723444,0.12771470542177116,2632227,1
384,1946075,55308,2,26108,17,727793,1127155,8,0.16098865665506212,0.5791940187300079,1282379,0
788,4905143,176520,4,88490,41,306422,760532,14,0.216482985307462,0.15504787526072125,2786903,1
364,2122761,154058,0,35720,44,2691463,452902,9,0.20192569959595075,0.21335515397164354,274065,1
363,961752,273981,4,16727,13,2504682,601021,4,0.20870661043595437,0.624923057087482,-2326020,1
642,4276372,72934,1,75152,0,2935031,740860,3,0.2108853018399709,0.1732449842997756,3401164,1
651,1739914,157557,0,98907,19,1483880,702166,17,0.6821509568863748,0.4035636244090225,-150770,1
457,3507408,247112,2,13606,46,1194917,733587,3,0.0465506151551231,0.20915359718629825,542064,1
790,1089297,275920,3,75318,24,2380851,1431776,15,0.8297241248254609,1.3144036933912422,-2221743,1
762,3655159,138156,3,30915,11,1722625,170676,10,0.10149490076902264,0.046694548718674074,1997287,1
524,4877567,293916,4,39804,47,1725924,1917350,6,0.09792751181070398,0.39309557408437446,1350575,1
612,757715,163603,3,22316,38,90517,402379,0,0.3534204813155342,0.5310426743564532,-1205521,0
765,1767909,77564,4,53403,45,2852470,1849827,2,0.36248245809032026,1.0463360953533243,837141,1
387,3822986,271035,1,6583,8,2184053,696326,15,0.020663429057809785,0.18214191733895965,570566,1
602,3213433,58635,1,67684,8,2549299,1041815,3,0.2527539861574833,0.32420623053289116,2509813,1
734,2278386,173972,2,71580,41,1665030,632622,2,0.377003721055168,0.27766234518646093,190722,1
434,4224822,57394,1,49899,40,2846720,1415425,19,0.1417309415639286,0.335025949022231,3536094,1
349,2052978,55030,4,57843,24,2961081,1030148,0,0.3381020157059647,0.501782288948055,1392618,0
731,3328662,166631,3,3356,29,2609501,805154,0,0.012098554914857682,0.24188517788829264,1329090,1
639,2975883,228920,1,70724,47,793201,206159,9,0.285188631407888,0.06927658110214682,228843,1
646,1212986,280706,1,65921,54,1875649,1855587,11,0.6521526217120396,1.5297678621187714,-2155486,1
646,420967,143652,4,15811,39,559158,1808078,2,0.4507051621623548,4.295058757574822,-1302857,0
544,4628929,199453,1,69769,27,1576716,1438096,12,0.18086861993346626,0.3106757524256691,2235493,1
408,310949,224819,3,28919,1,1174402,1239114,5,1.1160286735123766,3.9849428684446644,-2386879,0
832,1375471,33515,3,6246,24,190735,559619,19,0.05449187950891004,0.40685626959783233,973291,1
389,4478108,167407,3,67271,17,346968,216250,9,0.18026630889652506,0.04829048339164665,2469224,1
595,1979182,78724,3,18941,23,2491821,758307,5,0.11484138396569896,0.3831416211343878,1034494,1
411,2294035,284319,0,79222,17,1270638,130243,0,0.4144069292752726,0.05677463508621272,-1117793,0
476,4867217,22405,3,37590,26,2548098,1323506,14,0.09267719109297982,0.2719225380746328,4598357,1
642,2154769,72515,0,99482,43,2223713,1634817,13,0.5540194795822662,0.7586971039587074,1284589,1
400,4377683,27341,3,14422,55,838018,160239,11,0.0395332416714504,0.03660360971774338,4049591,1
700,3700321,175356,3,99183,34,1080488,1184083,9,0.32164668957098586,0.3199946707326202,1596049,1
327,3650902,179074,4,83425,33,2874003,629324,8,0.2742062098626586,0.17237493638558363,1502014,1
836,3145829,242064,3,69193,37,209172,548999,14,0.2639418735093357,0.17451647880415624,241061,1
357,3007979,111796,1,76033,5,1772691,1813714,13,0.3033252559276511,0.6029676403990852,1666427,0
797,759421,101499,3,16656,48,2112347,219455,9,0.26318998289486334,0.28897673359045906,-458567,1
596,2209885,170013,2,60216,15,124718,1180065,0,0.32698172076827525,0.533993850358729,169729,0
433,1396886,217386,4,83526,22,2759770,1951920,19,0.7175331415734713,1.3973366473713675,-1211746,1
630,3393973,55927,4,62034,27,2562603,1282998,1,0.21933232821828577,0.37802245333124335,2722849,1
548,1581194,26395,3,35215,12,427757,409419,1,0.26725373357095966,0.25893027674023555,1264454,0
849,2524962,251122,2,39264,11,2321521,1143757,1,0.18660399641657974,0.452979886429974,-488502,1
374,3562313,157046,3,92963,10,962036,797739,1,0.31315496420443684,0.22393849164854407,1677761,0
467,4452508,287294,1,1324,46,669866,1611989,7,0.003568325986163304,0.36204067460406586,1004980,1
802,3234725,97668,4,75785,59,1498552,1550508,17,0.2811429101391927,0.4793322461723949,2062709,1
654,3876862,69572,4,20286,48,165465,1521001,12,0.06279098920725061,0.392327867228702,3041998,1
524,1532460,193883,2,89130,51,1541567,1452643,16,0.6979366508750636,0.9479157694164937,-794136,1
830,788162,104028,0,19506,21,2020781,834534,7,0.2969846300633626,1.058835620088256,-460174,1
445,3443389,254050,2,26730,30,1852738,1352085,9,0.09315241467054695,0.39266112542033443,394789,1
540,3012194,74497,1,83649,55,2499674,354401,13,0.3332414844462209,0.11765543653562818,2118230,1
643,4417274,122300,2,53737,26,1310733,1272238,18,0.14598234114524025,0.2880142821115466,2949674,1
334,3225551,42466,0,61914,26,812179,789891,18,0.23033832049159972,0.24488560249086125,2715959,1
300,615474,29550,1,53828,39,2318744,1240797,4,1.049493561060256,2.016002300665828,260874,0
452,3403028,55394,1,2894,25,291199,1010536,17,0.010205029168140844,0.29695200862290877,2738300,1
728,4456219,212622,0,27939,6,1136003,1532215,9,0.07523597920120173,0.3438374550263351,1904755,1
807,1388092,160559,3,59184,10,1282104,146149,15,0.5116433204715538,0.1052876898649369,-538616,1
425,2896587,75084,2,48896,52,1837569,327004,17,0.20256667588441155,0.11289286322143957,1995579,1
790,1848928,182003,1,47563,21,239960,1820816,8,0.30869563336160194,0.9847955139410512,-335108,1
781,2282003,99220,2,34729,39,1345390,1364454,9,0.1826237739389475,0.5979194593521568,1091363,1
644,266535,243356,0,78152,18,1584214,927599,11,3.5185772975406606,3.4802146059616934,-2653737,0
520,3873776,31366,4,31928,37,2138516,367728,4,0.09890504768473965,0.0949275332388863,3497384,1
324,1089147,269824,0,84595,19,538675,511101,14,0.9320504945613403,0.46926723389955627,-2148741,0
827,2160499,140525,2,18323,18,1670858,618599,6,0.10177093347416499,0.2863222801769406,474199,1
481,1729269,182935,1,94685,18,436173,768802,19,0.6570521995132047,0.4445820748535942,-465951,0
798,4289254,179401,2,49165,35,2769104,751736,6,0.1375483941962868,0.17526031333187542,2136442,1
341,2482728,83818,4,47993,53,1357685,979260,2,0.23196902761800728,0.3944290312913859,1476912,1
780,1379568,243133,1,57314,46,1689742,115636,2,0.4985386729758881,0.08382044234137064,-1538028,1
738,374953,252756,4,27189,26,1417133,171733,6,0.8701570596848138,0.4580120708462127,-2658119,0
701,3775395,255065,3,14640,16,2612850,691603,0,0.046532879341102056,0.18318692481184087,714615,1
845,2741781,192443,0,70106,17,591646,977957,17,0.30683413445494007,0.3566867667403049,432465,1
644,3044569,191313,3,35714,19,138813,567832,0,0.14076475192383553,0.18650653015254376,748813,1
344,3670150,21676,2,35950,43,2949665,696182,5,0.11754287971881258,0.18968761494761793,3410038,1
320,1886150,126094,3,39332,41,975651,1191569,19,0.25023672560506854,0.631746679744453,373022,1
369,1124399,46222,0,86426,40,2488952,1799850,6,0.9223700839292813,1.600721807828004,569735,0
347,1300718,212375,1,20462,7,1703614,495717,11,0.18877573770794284,0.3811102790920092,-1247782,1
790,2214901,295520,4,34675,57,1431884,881018,2,0.1878639271010307,0.3977685684371446,-1331339,1
586,4492116,29431,1,36759,39,2506998,1568108,1,0.0981960394611359,0.3490800326616677,4138944,1
309,2461854,153009,3,53928,10,2681361,579100,14,0.26286530395384944,0.23522922155416204,625746,1
